index,entity,disambig_term,text,wikipedia_link
"2929","vulcan","Vulcan","Trying to package Binary using Vulcan","https://en.wikipedia.org/wiki/dBase#Origins"
"2930","extension","Extension","Holes in pillowcases and bedsheet, sheets not changed, worn carpet, electricity to half the room supplied by a cheap and dubious-looking 2-pronged extension cord buried under the carpet, cracked plaster walls and loud window unit air conditioners are neither charming nor quaint.","https://en.wikipedia.org/wiki/Extension_cord"
"2931","assamese","Assamese","Assamese singer Papon urges Delhiites to explore northeast India!","https://en.wikipedia.org/wiki/Assamese_people"
"2932","parliamentarian","Parliamentarian","What are the differences between Parliamentarian and Presidential form of government?","https://en.wikipedia.org/wiki/Parliament"
"2933","mughal","Mughal","What are some lesser known facts about the Mughal empire?","https://en.wikipedia.org/wiki/Mughal_Empire"
"2934","heroes","Heroes","What does David BowieÃ¢Â€Â™s gesture on the cover of the album Heroes mean?","https://en.wikipedia.org/wiki/Heroes_(David_Bowie_album)"
"2935","scottish","Scottish","A Scottish heritage event with sporting competitions, band competitions, dancing and piping competitions, as well as the clan tents and genealogy classes.","https://en.wikipedia.org/wiki/Scotland"
"2936","molina","Molina","In Feb. Guatemalan President Molina said his country is not doing what the US says, we're doing what we have to do   decriminalize drugs.","https://en.wikipedia.org/wiki/Otto_Pérez_Molina"
"2937","berg","Berg","The hitherto published investigations had not shown any retardation of the early cellular inflammation by weakening influences such as loss of blood or alcohol without symptoms of shock (Berg et al.","https://en.wikipedia.org/wiki/Berg_(surname)"
"2938","du","DU","In the campaign, Castle was criticized for being a shadow of his mentor and only promising an extension of du Pontâ€™s program.",""
"2939","iy","IY","The baby girl name Maila is pronounced Maa-iy-Raa- â€ .",""
"2940","malabar","Malabar","Sydney Water has been revealed as the nation's biggest dumper of mercury into Australian waters, pumping 40 kilograms of the toxic metal out of its deep ocean outfall pipes at Manly and Malabar in the past financial year.","https://en.wikipedia.org/wiki/Malabar,_New_South_Wales"
"2941","nasm","NASM","Which training program for a personal trainer should one pick when in Canada: ACE or NASM?",""
"2942","vb","VB","Cataloptogenic effects of chlorpromazine and haloperidol were almost completely abolished in VB-lesioned animals.",""
"2943","katz","Katz","not sure how I missed thor - I checkout Katz's blog from time to time.","https://en.wikipedia.org/wiki/Katz_(surname)"
"2944","sv","SV","Is it true that the cost of living in SV and the Bay Area is so high that new grads making 150k+ have a hard time finding affordable housing?","https://en.wikipedia.org/wiki/Silicon_Valley"
"2945","fletcher","Fletcher","Toward the end of the movie, there was a silent close-up of Fletcher saying something to Andrew.","https://en.wikipedia.org/wiki/Fletcher_(given_name)"
"2946","democrat","Democrat","Is Donald Trump a closet Libertarian or Democrat?","https://en.wikipedia.org/wiki/Democratic_Party_(United_States)"
"2947","pareto","Pareto","Create new colun for area of Pareto","https://en.wikipedia.org/wiki/Pareto,_Piedmont"
"2948","fourier","Fourier","The natural abundance 13C-NMR spectra of brucine and strychnine were obtained using the pulse Fourier transform technique.","https://en.wikipedia.org/wiki/Fourier_transform"
"2949","mikasa","Mikasa","EST Japan ratifies Paris Agreement after the pact enters into force Japan's Prime Minister Shinzo Abe bows before praying at the altar during the funeral of late Prince Mikasa, uncle of the current Emperor Akihito, at the Toshimagaoka cemetery in Tokyo, Japan, November 4, 2016.","https://en.wikipedia.org/wiki/Takahito,_Prince_Mikasa"
"2950","vicious","Vicious","One of the Assassins manages to survive and escape The Man's vicious attack and find Prisoner KSC2-303.",""
"2951","bv","BV","The intravascular persistence of hb-W is significantly longer than of pyridoxylated hb (hb-PLP), however, no significant differences in BV were observed after isovolemic exchange of 20 ml/kg b.w.","https://en.wikipedia.org/wiki/Blood_vessel"
"2952","ge","Ge","GE invests $24 million in Welspun Renewables Energys solar project -","https://en.wikipedia.org/wiki/General_Electric"
"2953","aho","Aho","<p>does anybody know if it's possible to modify the Aho-Corasick string matching algorithm to be used on a DAWG (Directed Acyclic Word Graph) rather than a Trie?",""
"2954","pathetic","Pathetic","Unmoved, she calls Angela pathetic and exits the car, stating that everyone in school will now laugh at Angela.","https://en.wikipedia.org/wiki/Pathos"
"2955","african","African","African Wood Dark color finish offers the natural look of real wood plank flooring3.8 mm thickness x 6 in.","https://en.wikipedia.org/wiki/Africa"
"2956","isar","ISAR","Below the Isar commands, I show the output that's telling me I need to prove that certain sets are equal to <",""
"2957","rl","RL","Why is the total voltage drop across an RL circuit greater than the peak value of the applied AC voltage?","https://en.wikipedia.org/wiki/RL"
"2958","dao","DAO","This technique verified the results obtained with the cerium reaction, i.e., the DAO is located in the cell surface and is internalized during phagocytosis and is capable of H2O2 production within the phagosome.","https://en.wikipedia.org/wiki/D-amino_acid_oxidase"
"2959","summerland","Summerland","Because the Favrile process embeds the color within the glass itself, no 2 pieces are exactly alike, making Summerland a functional lighting fixture that also does double duty as a one of a kind work of art.","https://en.wikipedia.org/wiki/Summerland_(album)"
"2960","maria","Maria","Maria is writing and reviewing content for the beta site.","https://en.wikipedia.org/wiki/Maria_(given_name)"
"2961","stay","Stay","What are some suggestions and tips to (STAY) happily married?",""
"2962","oromo","Oromo","Ethiopia ruthlessly targeting and torturing Oromo people, says Amnesty | Damning report says thousands of people from countrys largest ethnic group subjected to abuse including rape and killings","https://en.wikipedia.org/wiki/Oromo_people"
"2963","catalan","Catalan","Catalonia goes to the polls in an 'incredible moment for democracy' - A regional election  billed as a referendum on Catalan independence  could throw Spain and the EU into uncharted waters","https://en.wikipedia.org/wiki/Catalonia"
"2964","ul","UL","long, ideal for mantels and railings100 clear, UL-listed lights for a warm holiday sparkleGreat for indoor/outdoor use for versatilityFlame-retardant tips for added safety","https://en.wikipedia.org/wiki/UL_(safety_organization)"
"2965","kate","Kate","[ Laughs ] I think all Randall, Kate and Kevin are cool with Miguel.","https://en.wikipedia.org/wiki/Kate_(given_name)"
"2966","player","Player","Safe box and a Pioneer Stereo Receiver plus a 5-CD player (even 3 CDs with easy listening music) were also available inside the room.","https://en.wikipedia.org/wiki/CD_player"
"2967","quarter","Quarter","Location in Sanlitun quarter is perfect.","https://en.wikipedia.org/wiki/Quarter_(urban_subdivision)"
"2968","control","Control","The Rotary fan Control is a 3-speed fan controller for one or more ceiling or exhaust fans.","https://en.wikipedia.org/wiki/Scientific_control"
"2969","newport","Newport","Prosecutors alleged the brothers shot and wounded Ricks, handcuffed him and drove about 90 miles to a farm near Newport where James Clay shot Ricks in the head.","https://en.wikipedia.org/wiki/Newport,_Rhode_Island"
"2970","shift","Shift","In Shift, Irans President Calls for End to Syrian Crackdown:",""
"2971","beano","Beano","What might cause Beano to not work for someone?","https://en.wikipedia.org/wiki/Beano_(dietary_supplement)"
"2972","cld","CLD","What is the average CND, CLD packages in figures at IIIT hyderabad?",""
"2973","mai","MAI","Is Moscow Aviation Institute (MAI) a really good university to study aerospace engineering?","https://en.wikipedia.org/wiki/Moscow_Aviation_Institute"
"2974","asian","Asian","Makeup (cosmetics): What is the best foundation for Asian skin?","https://en.wikipedia.org/wiki/Asian_people"
"2975","sandbox","Sandbox","What is Sandbox in Windows app?","https://en.wikipedia.org/wiki/Sandbox_(computer_security)"
"2976","chartreuse","Chartreuse","Chartreuse green and greige motif on a warm white background.","https://en.wikipedia.org/wiki/Chartreuse_(color)"
"2977","stack","Stack","Imagine, Stack, Enjoy, reminiscent of our fondest childhood toys.",""
"2978","madison","Madison","How much does it cost to rent the theater at Madison square garden Nyc?","https://en.wikipedia.org/wiki/Madison_Square_Garden"
"2979","trailblazer","Trailblazer","In the case of the Chevrolet Trailblazer, the changes made on the midsize SUV worked really well.","https://en.wikipedia.org/wiki/Chevrolet_TrailBlazer"
"2980","black velvet","Black Velvet","What is the lyrical meaning of Black Velvet?","https://en.wikipedia.org/wiki/Black_Velvet_(song)"
"2981","wilhelm","Wilhelm","What kaiser Wilhelm thought about fall of France?","https://en.wikipedia.org/wiki/Wilhelm_II,_German_Emperor"
"2982","yesterday","Yesterday","How would I know if lets say New York was nuked yesterday and I live in Canada?","https://en.wikipedia.org/wiki/Yesterday_(time)"
"2983","cardinal","Cardinal","cardinal says pope nearing death","https://en.wikipedia.org/wiki/Cardinal_(Catholic_Church)"
"2984","mcgee","McGee","McGee said in the interview.","https://en.wikipedia.org/wiki/McGee_(name)"
"2985","spanish","Spanish","What do the Spanish words Ã‚Â¿quÃƒÂ© serÃƒÂ¡?","https://en.wikipedia.org/wiki/Spanish_language"
"2986","parallel","Parallel","An example of this property exists in kyanite, which has a Mohs hardness of 5Â½ parallel to [001] but 7 parallel to [100].","https://en.wikipedia.org/wiki/Parallel_(geometry)"
"2987","kashmiri","Kashmiri","In a secret deal, Pakistan allowed American drone strikes on its soil on the condition that the unmanned aircraft would stay away from its nuclear facilities and the mountain camps where Kashmiri militants were trained for attacks in India.","https://en.wikipedia.org/wiki/Kashmiris"
"2988","shanks","Shanks","Shanks said that he couldn't speculate on trade.",""
"2989","pho","PHO","tape measure, 3 precision screwdrivers (PHO, PHOO, 2.5 mm), magnetic bit driver, 19 insert bits in holders: Slotted: 1/8 in.",""
"2990","cpt","CPT","The Milwaukee 11 Amp Deep Cut Variable Speed Band Saw has a powerful 11 Amp motor with Constant Power Technology (CPT) for maximum performance to tackle your toughest applications.",""
"2991","pba","PBA","Active and passive safety features include Traction Control System (TCS), Anti-lock Braking System (ABS), Panic Brake Assist (PBA), Electronic Brake Force Distribution (EBD), Electronic Stability Control (ESC), Hill Descent Control (HDC), Hill Start Assist (HSA), Anti-Rolling Protection and Trailer Sway Control.","https://en.wikipedia.org/wiki/Emergency_brake_assist"
"2992","query","Query","but I am not able to use .setMaxResult() or .setFirstResult() because I don't work with the session object directly and therefore don't use the Query object but simply create my query as a string and use the .find() method.","https://en.wikipedia.org/wiki/Query_language"
"2993","thai","Thai","thai police arrest man carrying radioactive","https://en.wikipedia.org/wiki/Thailand"
"2994","stall","Stall","With that, if you take a car with a 2,500RPM stall converter and you hold your foot on the brake hard, and hit the gas at the same time, (as if you were going to power brake), the general RPM in which the tires will break loose is at about 2,500RPM.","https://en.wikipedia.org/wiki/Stall_(engine)"
"2995","locks","Locks","Locks automatically when gate closesCan be installed on different size postsInstall at your desired heightSet your own combinationOnly one hand to operateCan double as a lock boxKit contains: lock, cover, wire, latch/arm, screws","https://en.wikipedia.org/wiki/Lock_(security_device)"
"2996","lucas","Lucas","I just followed Lucas' advice below in the answer marked correct and replaced x-www-form-urlencoded to UTF-8.","https://en.wikipedia.org/wiki/Lucas_(given_name)"
"2997","english","English","When students in her high school English class walked in the door that morning, they were greeted with a specific message.","https://en.wikipedia.org/wiki/English_studies"
"2998","viral","Viral","Marketers Tools to Help Images go Viral on Social Media Tweet Share SAN FRANCISCO, Nov. 10, 2016 /PRNewswire/ --","https://en.wikipedia.org/wiki/Viral_marketing"
"2999","chill","Chill","Alternative Views: Flordahome Pears ripen from mid June to mid July and require 400 chill hours (3 weeks with temperatures at or below 45 degrees F.).","https://en.wikipedia.org/wiki/Chills"
"3000","si","Si","What are SI units, CGS units and MKS units?","https://en.wikipedia.org/wiki/International_System_of_Units"
"3001","pm","PM","We didn't hear any noise - all the staff were very welcoming and one day we forgot to get the room cleaned but they were happy to come and clean it at 6 pm whilst we were at happy hour.","https://en.wikipedia.org/wiki/12-hour_clock"
"3002","bic","BIC","In announcing the charges just before last yearâ€™s cold season, the Manhattan district attorney, the Department of Investigation and the Business Integrity Commission (BIC) laid out in detail how these companies intentionally â€œshortedâ€ heating oil during deliveries by tampering with truck meters meant to keep the companies honest.",""
"3003","reach","Reach","Here it is:--- Monday, 10:00 p.m. ---I reach the hotel and check in, no waiting in line.",""
"3004","lassa","Lassa","13 dead, as strange disease spreads in Uganda: We were suspecting viral hemorrhagic infection, but results from Uganda Virus Research Institute have ruled out Ebola, Marburg and Lassa.","https://en.wikipedia.org/wiki/Lassa_fever"
"3005","walkers","Walkers","Britain's biggest crisp maker Walkers hikes prices after Brexit Reuters - 9 minutes ago","https://en.wikipedia.org/wiki/Walkers_(snack_foods)"
"3006","campbell","Campbell","The Campbell features a 3-light sandstone glass shade kit that uses 3 60-Watt candelabra bulbs (included).Handheld remote control independently controls lights (on/off/dimming) and fan speeds (low/medium/high)Quick install fan blades install in secondsMediterranean bronze finish with sandstone glass shades5 reversible blades in dark cherry and English oakAccuArm technology for accurate and easy blade arm installationTri-mount installation (close-to-ceiling, standard, or angled mount)3-speed reversible motor for year-round comfort and savingsUses (3)",""
"3007","sector","Sector","Also, what happens if a Sector is deleted?","https://en.wikipedia.org/wiki/Disk_sector"
"3008","stiff","Stiff","How to cure Stiff necks?","https://en.wikipedia.org/wiki/Stiffness"
"3009","georgia","Georgia","What's the best college in Georgia?","https://en.wikipedia.org/wiki/Georgia_(U.S._state)"
"3010","setup","Setup","Setup is a snap.","https://en.wikipedia.org/wiki/Installation_(computer_programs)"
"3011","candida","Candida","Sanitizer foam refill kills over 99.99% germs and is effective against MRSA, VRE, Candida, K. pneumoniae and Pseudomonas.","https://en.wikipedia.org/wiki/Candida_(fungus)"
"3012","bundle","Bundle","Bundle 'scrooloose/syntastic'  Enable the specific ESLint checker for files in mozilla-central/ only.","https://en.wikipedia.org/wiki/Product_bundling#Bundled_software"
"3013","sso","SSO","further w/ tracing, I found that the actual failure was due to the SSO db not existing; probably b/c it wasn't configured in MOSS.","https://en.wikipedia.org/wiki/Single_sign-on"
"3014","ritchie","Ritchie","What happened to Ritchie Valen's family after Ritchie died?","https://en.wikipedia.org/wiki/Ritchie_Valens"
"3015","negros","Negros","Covered under the ban are the coastlines from the mouth of Danao River in Escalante, Negros Oriental on the northeastern part of Bantayan Island to Madrijdejos thru the lighthouse in Gigantes Island, Olatuya Island, to Culasi Point in Capiz Province then eastward along the northeastern coast of Capiz to Bulacaue Point in Carles, Iloilo.","https://en.wikipedia.org/wiki/Negros_Oriental"
"3016","eighth","Eighth","Described by Rudyard Kipling as the 'eighth wonder of the world', Milford Sound was carved by glaciers during the ice ages.","https://en.wikipedia.org/wiki/8"
"3017","im","IM","Shortly afterward, he is visited by Sun-im.","https://en.wikipedia.org/wiki/Im_(Korean_surname)"
"3018","juno","Juno","Juno's approach is part of a promising, but still unproven, approach that reengineers patients' immune systems to attack cancer.",""
"3019","voices","Voices","This is in contrast â€¦ to something sung by a soloist pr maybe two or three voices.","https://en.wikipedia.org/wiki/Human_voice"
"3020","red balloon","Red Balloon","Butterflies love Red Balloon.",""
"3021","big pharma","Big Pharma","Big Pharma and governments are 'turning a blind eye to corruption', report claims: Transparency International says corruption is making a few rich and wrecking the health of some of the world's poorest people","https://en.wikipedia.org/wiki/Pharmaceutical_industry"
"3022","asx","ASX","Is it at all possible to playback ASX files.","https://en.wikipedia.org/wiki/Advanced_Stream_Redirector"
"3023","bam","Bam","wake up, thinking happy thoughts about buying a boat, then BAM like out of a Johnny Cash song.",""
"3024","yuri","Yuri","Yuri fought back with knife, hit once.","https://en.wikipedia.org/wiki/Yury"
"3025","jimena","Jimena","Unearthing Roman 'nerve centre' in Spain - Archaeologists begin uncovering remains of what could be one of the most important Roman settlements in Spain, under town of Jimena de la Frontera.","https://en.wikipedia.org/wiki/Jimena_de_la_Frontera"
"3026","university college","University College","Shortly after making these discoveries, KÃ¼hne returned to Germany and the work was continued by a team from University College, London, under the leadership of Dr K.A. Kermack.","https://en.wikipedia.org/wiki/University_College_London"
"3027","zn","ZN","Out of fifteen trace elements tested, Fe, Zn, Mn, Cu, Mo and B were found to be essential for growth and sporulation of all these species of Fusarium.","https://en.wikipedia.org/wiki/Zinc"
"3028","tbi","TBI","The data clearly demonstrate that long-term unmaintained remissions are possible in a small fraction of patients with terminal leukemia treated with various chemotherapy regimens and TBI followed by marrow transplantation.","https://en.wikipedia.org/wiki/Total_body_irradiation"
"3029","trimester","Trimester","Your 1st trimester: December 29, 2008 to March 29, 2009.","https://en.wikipedia.org/wiki/Academic_term"
"3030","crusader","Crusader","Earlier this week, The Crusader, a prominent white nationalist newspaper linked to the KKK, endorsed Trump for president.","https://en.wikipedia.org/wiki/Thomas_Robb#Media"
"3031","paste","Paste","4  Stir in tomato paste and cook for 1 to 2 minutes.","https://en.wikipedia.org/wiki/Paste_(food)"
"3032","pre","Pre","However, Delacroy pre-empts his announcement with one of their own, stating that Eleanor was caught attempting to throw the election for Dobbs, but that her efforts had no impact on the polls.",""
"3033","administrator","Administrator","As Jolana, back in the Romani hamlet, celebrates her wedding to her persistent Romani suitor Vojto  and Jakub returns to his parents for more idle dreams, a Romani woman, the Town Hall administrator Irena , and a Slovak man, the Town Hall maintenance guy and volunteer firefighter Ondro , a more mature couple from a subsidiary plot, are getting married too.<ref name","https://en.wikipedia.org/wiki/Business_administration"
"3034","atm","ATM","The ATM, belonging to a public sector bank, had apparently run out of money.","https://en.wikipedia.org/wiki/Automated_teller_machine"
"3035","classical","Classical","astÃ¡rtÄ“ is The hellenized form of The Middle eastern Goddess, ishtar worshipped from The Bronze age through classical.","https://en.wikipedia.org/wiki/Classical_antiquity"
"3036","ky","KY","KY 40515, @4776 Old Boonesboro Road Winchester, KY 40391, @3925 Old Boonesboro Road Winchester, KY 40391, @11620 Main Street Jeffersonville, KY 40337, @2726 Osborne Road Mt. Sterling, KY 40353, @1098 Harris Ferry Road Irvine, KY 40336, @2140 Hwy 460W West Liberty, KY 41472, @99 Union Road Beattyville, KY 41311, @1523 Hwy 119 North Whitesburg, KY 41815, @52 KY","https://en.wikipedia.org/wiki/Kentucky"
"3037","du","DU","I have done BA honours in economics for DU this year only and would like to do MA in same so for it's preparation I have dropped this year but as I m sittng atll Home and not doing any other diploma or certificate course will it prove to be a disadvantage to me in near future?","https://en.wikipedia.org/wiki/University_of_Delhi"
"3038","fo","FO","Determination of the rates of attachment of P22 (receptor in O chain) and FO phages to whole bacteria of the same strains also suggested there is as much O-chain material in the FOR strains as in the parent strain.","https://en.wikipedia.org/wiki/ATPase"
"3039","tier 2","Tier 2","Energy Star qualified and Tier 2 CEE rated, exceeding federal guidelines for energy efficiency and saving you moneyExternal Filtered Ice and Water Dispenser for your family's enjoymentIce maker produces 3.8 lbs. of ice per day and can store 6.6 lbs.",""
"3040","mps","MPS","b'The terror threat facing the UK has been overstated by the Government since the 9/11 attacks in America, a group of MPs and peers signal today. '","https://en.wikipedia.org/wiki/Member_of_parliament"
"3041","patriot","Patriot","US military deploys more Patriot missiles in South Korea","https://en.wikipedia.org/wiki/MIM-104_Patriot"
"3042","fy","FY","the combined maximum standard per diem rate is $ 140 the combined rates for the listed locations range from a low of $ 140 off season for several locations to a high of $ 428 peak season for telluride colorado the conus per diem allowance for an area has three components a lodging allowance a meals allowance and an incidental expense allowance m ie most of the conus approximately 2600 counties are covered by the standard conus per diem rate of $ 140 $ 89 lodging $ 51 meals and incidental expenses this is an overall $ 11 increase from the fy 2015 rates of $ 83 and $ 46 respectively in fy 2016 there continue to be about 400 non standard areas nsas that have per diem rates higher than the standard conus rate for all locations within conus not shown on the list the lodging per diem rate is $ 89 and the m ie rate is $ 51","https://en.wikipedia.org/wiki/Fiscal_year"
"3043","tp","TP","On an average it costs up tp 150 million....",""
"3044","ams","AMS","No. 198.1 and 125, MIL-DTL-23053/5, class 1 and 2, AMS 3636 and 3637,",""
"3045","practice","Practice","This proves to be a mistake, when Ike and Maggie practice the kiss right in front of Bob, finally admitting their feelings for one another.","https://en.wikipedia.org/wiki/Practice_(learning_method)"
"3046","lazy","Lazy","May's lazy eye, first with glasses, then with a special form of contact lens.","https://en.wikipedia.org/wiki/Laziness"
"3047","saatchi","Saatchi","How much profit does Saatchi Art make each year?","https://en.wikipedia.org/wiki/Saatchi_Gallery"
"3048","input","Input","element){alert(Parameters not sent to ajax handler correctly; Input to act on, Ajax Div, Database table to check, Company (database name), Field to select, Element Id.","https://en.wikipedia.org/wiki/Input_(computer_science)"
"3049","shanks","Shanks","Why do Shanks and Whitebeard fight each other in the TV series One Piece?","https://en.wikipedia.org/wiki/List_of_One_Piece_characters#Shanks"
"3050","imperial","Imperial","Could I use Sieg heil in germany, if I would be clearly refering to Imperial germany?","https://en.wikipedia.org/wiki/German_Empire"
"3051","spring","Spring","In the spring of 1946, Ivan, an American soldier, returns home psychologically scarred after spending some time in Japanese prison camp during World War II.","https://en.wikipedia.org/wiki/Spring_(season)"
"3052","madden","Madden","Which gaming system is better for sport games such as Madden and NBA, Xbox or Playstation?","https://en.wikipedia.org/wiki/Madden_NFL"
"3053","servo","Servo","<p>i want to make an IR sensor door with DFRobot IRsensor (switch) and Servo.","https://en.wikipedia.org/wiki/Servomechanism"
"3054","atkins","Atkins","What are the differences between the Ketogenic, Atkins, and Paleo diets?","https://en.wikipedia.org/wiki/Atkins_diet"
"3055","profit","Profit","Octopus Inc. requires that all its investments return at least a 20% profit.","https://en.wikipedia.org/wiki/Profit_(economics)"
"3056","hadley","Hadley","What are Hadley and Ferrel cells?","https://en.wikipedia.org/wiki/Hadley_cell"
"3057","anna","Anna","If Anna bell peaks, cory chase & alex d a milfs on vacation: part 2 when choosing a life partner?","https://en.wikipedia.org/wiki/Anna_(given_name)"
"3058","long","Long","The rooms are spacious, they had 3 English speaking stations on the TV including HBO which can be nice after a long day of touristy stuff.","https://en.wikipedia.org/wiki/Time"
"3059","gracie","Gracie","â€œI get really excited when we visit the library,â€ says Gracie, a pupil at the school.","https://en.wikipedia.org/wiki/Gracie_(name)"
"3060","rnd","RND","+ (Rnd() * 10) - (Rnd() * 20)",""
"3061","cornish","Cornish","And how close are the Devonians to the Cornish and English?","https://en.wikipedia.org/wiki/Cornish_language"
"3062","blob","Blob","I can also specify another filegroup for all BLOB type","https://en.wikipedia.org/wiki/Binary_large_object"
"3063","strep","Strep","In 18 out of 25 exacerbations there was evidence of a new type of Strep.","https://en.wikipedia.org/wiki/Streptococcus"
"3064","lamp","Lamp","<p>I'm familiar with the LAMP stack and over the years have successfully deployed a handful of web sties based on it.","https://en.wikipedia.org/wiki/LAMP_(software_bundle)"
"3065","cool","Cool","bThe world's newspapers, put your mouse on a city and the newspaper headlines pop up, COOL!","https://en.wikipedia.org/wiki/Cool_(aesthetic)"
"3066","field","Field","It seems like read-only (or not) should be a property of the Field class but as I said, it depends on which user is looking at the form.","https://en.wikipedia.org/wiki/Field_(computer_science)"
"3067","gcm","GCM","<p>I am trying, to implement the new GCM, I am following Google","https://en.wikipedia.org/wiki/Google_Cloud_Messaging"
"3068","dsm","DSM","How can you setup Google Cloud Print on a Synology Disk Station running the DSM (Disk Station Manager) version 3.2.",""
"3069","vhd","VHD","The VHD regimen, however, exerted better control of the psychosis in that it had fewer patient dropouts and fewer additional treatments prescribed.",""
"3070","reichstag","Reichstag","World News | Thu Nov 17, 2016 | 10:06am EST Germany urges Britain to stop blocking closer EU defence ties German, British and European Union flags fly in front of the Reichstag building in Berlin, Germany July 20, 2016.","https://en.wikipedia.org/wiki/Reichstag_building"
"3071","dji","DJI","DJI will offer a Pro Plus version with a superbright display attached its controller.","https://en.wikipedia.org/wiki/DJI_(company)"
"3072","kurdish","Kurdish","blasts rock kurdish town in apparent counterattack","https://en.wikipedia.org/wiki/Kurds"
"3073","fina","Fina","Softly sculpted, Fina offers a beautiful balance of curves and linear forms that add depth to a modern bath.","https://en.wikipedia.org/wiki/Fina_(architecture)"
"3074","motion","Motion","How do I solve any problem of Newton's laws of Motion?","https://en.wikipedia.org/wiki/Motion_(physics)"
"3075","hup","HUP","after sending HUP,first clean_up runs and then execv. but after a small time i have seg fault.","https://en.wikipedia.org/wiki/SIGHUP"
"3076","guard","Guard","Bomb scare at University of Oslo, Guard shot - Police cordoned off a large area of the campus Wednesday morning and called in specialists to examine an object feared to be a bomb.","https://en.wikipedia.org/wiki/Security_guard"
"3077","morganella","Morganella","Two new O antigens have been described for the Morganella morganii antigenic schema.","https://en.wikipedia.org/wiki/Morganella_morganii"
"3078","fusion","Fusion","The aim of this article is to compare peri-and postoperative outcomes in patients who discontinued aspirin 7 days prior to 1- or 2-level fusion surgery with those in patients who discontinued aspirin 7 to 10 days prior.","https://en.wikipedia.org/wiki/Spinal_fusion"
"3079","gently","Gently","Gently stir to blend; add ground beef, cooked rice, and 1 cup of the tomato mixture.",""
"3080","stevens","Stevens","He and his twin brother, Phillip, were born on June 16, 1938, to the late Lowell and Sarah Sally Price Stevens in Scranton.","https://en.wikipedia.org/wiki/Stevens_(surname)"
"3081","cable","Cable","<p>I would like to visually evaluate web pages response time for several Internet connections types (DSL, Cable, T1, dial-up etc.)","https://en.wikipedia.org/wiki/Cable_Internet_access"
"3082","moog","Moog","What are some things new employees should know going into their first day at Moog?","https://en.wikipedia.org/wiki/Moog_Inc."
"3083","metron","Metron","Metron is clearly installed, but for some stupid reason it claims that it is not installed.",""
"3084","sampler","Sampler","I'm using a JMeter TCP Sampler, using the BinaryTCPClientImpl class name to send bytes.","https://en.wikipedia.org/wiki/Sampling_(signal_processing)"
"3085","wine country","Wine Country","918 Wine Country tiers, valance and swags.","https://en.wikipedia.org/wiki/Wine_Country_(California)"
"3086","nancy","Nancy","Display a collection of your favorite cacti like you've never seenEnjoy the freshness of leaf lettuce and miniature tomatoes where you never thought you had the room beforeNancy Jane's stacking planters have been around since 2000, Nancy was the first to design the stacking planters and lead the forefront of the revolutionary vertical gardening with her pot designsGrow a collection of your favorite herbs and enjoy them year round","https://en.wikipedia.org/wiki/Nancy_(given_name)"
"3087","pnac","PNAC","Why are many Americans still clueless about aggressive Neoconservative policy overseas today despite the fact that PNAC has been officially published?","https://en.wikipedia.org/wiki/Project_for_the_New_American_Century"
"3088","jun","Jun","r--  1 root  wheel  30291 Jun 24  2010","https://en.wikipedia.org/wiki/June"
"3089","nana","Nana","As a loving Nana, she called her grandchildren her chickadees.","https://en.wikipedia.org/wiki/Grandparent"
"3090","bls","BLS","Annual unemployment rates for 2015 came from the Bureau of Labor Statistics (BLS).","https://en.wikipedia.org/wiki/Bureau_of_Labor_Statistics"
"3091","albany","Albany","For example, when a user choose a State (eg: New York), then the dropdown options for City become only cities in New York (eg: Albany, Amsterdam etc).","https://en.wikipedia.org/wiki/Albany,_New_York"
"3092","wa","WA","It would be impossible to do this for the graph in question by hand (the city of Seattle, WA), but I don't know where I can automate (or write a program to semi-automate), the collection of speed limit data, or even acquire it in the first place.","https://en.wikipedia.org/wiki/Washington_(state)"
"3093","basic","Basic","For a basic 125 square feet project in zip code 47474, the benchmark cost to Paint a House Exterior ranges between $1.25 - $2.63 per square foot* .",""
"3094","straight","Straight","I want to draw Straight line on camera preview and mark some pixel values on it I am using frame layout to show camera preview.","https://en.wikipedia.org/wiki/Line_(geometry)"
"3095","timing","Timing","<pre><code>cursor.execute('Insert into Timing (LastUpdatedTime)","https://en.wikipedia.org/wiki/Time"
"3096","ames","Ames","Cheryl Evans, The Arizona Republic Trump speaks at the Family Leadership Summit in Ames, Iowa, on July 18, 2015.","https://en.wikipedia.org/wiki/Ames,_Iowa"
"3097","oop","OOP","What is meant by OOS, OOP, OOPL and OOAD?","https://en.wikipedia.org/wiki/Object-oriented_programming"
"3098","lifeline","Lifeline","How do I qualify for Lifeline assistance program discounts?","https://en.wikipedia.org/wiki/Universal_Service_Fund#Low_income_.28Lifeline.29"
"3099","marine","Marine","Republican Darrell Issa narrowly defeated Marine-turned-lawyer Doug Applegate after a bitter contest in in the 49th District north of San Diego.","https://en.wikipedia.org/wiki/Marines"
"3100","dag","Dag","DAG has cyclic requirements' in /Users","https://en.wikipedia.org/wiki/Microsoft_Exchange_Server"
"3101","cest","CEST","Distinguishing them is the easy part because the first one is CEST while the second is CET.","https://en.wikipedia.org/wiki/Central_European_Summer_Time"
